state,STATE1,year,lnsG_R_AppTot2931,lnsG_R10_AppTot2931,lnsfood,lnsagri,YY1,YY2,YY3,YY4,YY5,YY6,YY7,YY8,YY9,YY10,YY11,YY12,YY13,YY14,YY15,YY16,YY17
TX,TX,2009,-2.858969,-3.485522,-2.170968,-2.02356,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TX,TX,2010,-2.739078,-3.338403,-1.959863,-1.619336,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TX,TX,2011,-2.645665,-3.207967,-1.710328,-1.269027,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TX,TX,2012,-2.537864,-3.066182,-1.689499,-1.853238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TX,TX,2013,-2.448599,-2.922507,-1.616087,-1.643042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TX,TX,2014,-2.415293,-2.842167,-1.521868,-1.684927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TX,TX,2015,-2.53629,-2.951405,-1.629531,-1.796127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UT,UT,2006,-2.038549,-2.224224,-1.480142,-4.454175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
UT,UT,2007,-2.01625,-2.199555,-1.352463,-4.35086,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
UT,UT,2008,-1.999131,-2.187555,-1.155051,-3.837284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UT,UT,2009,-1.937755,-2.11197,-1.135549,-3.247242,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
UT,UT,2010,-1.814922,-1.98112,-0.9467692,-3.855871,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UT,UT,2011,-1.682905,-1.842808,-0.8477306,-3.638418,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UT,UT,2012,-1.55984,-1.721014,-0.6017385,-2.954838,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
UT,UT,2013,-1.530272,-1.694078,-0.4121702,-3.004735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UT,UT,2014,-1.462533,-1.646049,-0.3498898,-2.750378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
UT,UT,2015,-1.570178,-1.768369,-0.3758468,-2.517464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VA,VA,2006,-1.846151,-2.527553,-2.088469,-1.472742,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VA,VA,2007,-1.753967,-2.425796,-1.711425,-1.1435,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VA,VA,2008,-1.677433,-2.352085,-1.164344,-0.9783533,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
VA,VA,2009,-1.630915,-2.206283,-1.274528,-0.7539451,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
VA,VA,2010,-1.526774,-2.045976,-1.111727,-0.8756869,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
VA,VA,2011,-1.425062,-1.900581,-0.8441212,-0.8689703,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
VA,VA,2012,-1.271612,-1.712487,-0.7313201,-0.7071044,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
VA,VA,2013,-1.165325,-1.591451,-0.6615165,-0.4769475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VA,VA,2014,-1.112698,-1.489891,-0.4162515,-0.3624607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
VA,VA,2015,-1.186996,-1.546959,-0.2512041,-0.4599493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VT,VT,2006,-1.292078,-1.845621,-1.958509,-2.57665,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
VT,VT,2007,-1.271919,-1.732714,-1.692434,-2.474054,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
VT,VT,2008,-1.160513,-1.624989,-1.545028,-2.38114,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
VT,VT,2009,-1.077197,-1.541634,-1.624249,-2.577513,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
VT,VT,2010,-0.9507236,-1.37745,-1.448104,-2.519623,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
VT,VT,2011,-0.830786,-1.193424,-1.058661,-2.532688,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
VT,VT,2012,-0.7046544,-1.122362,-0.7776626,-2.524452,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
VT,VT,2013,-0.6990396,-1.10094,-0.6772979,-2.435591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VT,VT,2014,-0.6102731,-0.9660957,-0.5825549,-2.286701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
VT,VT,2015,-0.720259,-1.072509,-0.4496398,-2.35635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WA,WA,2006,-2.211692,-2.554778,-1.527327,-0.2314336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WA,WA,2007,-2.181943,-2.494354,-1.235155,0.0699369,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WA,WA,2008,-2.196153,-2.507288,-1.001288,0.5618613,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WA,WA,2009,-2.224327,-2.549677,-1.146963,0.2093455,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WA,WA,2010,-2.207173,-2.545068,-0.9691306,0.3878545,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WA,WA,2011,-2.1497,-2.475852,-0.95228,0.5918428,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WA,WA,2012,-2.079879,-2.399431,-0.8233814,0.6276478,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WA,WA,2013,-2.036078,-2.372978,-0.784469,0.5392457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WA,WA,2014,-2.028159,-2.336784,-0.7775695,0.6021702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WA,WA,2015,-2.198185,-2.50375,-0.842454,0.4029367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WI,WI,2006,-2.811348,-3.369457,-2.598319,-2.982245,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WI,WI,2007,-2.781069,-3.335954,-2.252979,-2.536913,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WI,WI,2008,-2.707559,-3.291016,-2.085709,-3.000625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WI,WI,2009,-2.705874,-3.263887,-2.20297,-3.063053,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WI,WI,2010,-2.694629,-3.221956,-2.025164,-2.482754,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WI,WI,2011,-2.660892,-3.164478,-1.842634,-2.605227,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WI,WI,2012,-2.630308,-3.10347,-1.769202,-2.811901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WI,WI,2013,-2.586661,-3.023083,-1.639018,-2.69764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WI,WI,2014,-2.593056,-2.99704,-1.541595,-2.469453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WI,WI,2015,-2.726855,-3.133419,-1.661833,-2.643185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WV,WV,2006,-3.566253,-4.010424,-4.508804,-4.096074,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WV,WV,2007,-3.355964,-3.725948,-4.343452,-3.467014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WV,WV,2008,-3.304915,-3.636568,-4.210319,-3.403547,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WV,WV,2009,-3.155542,-3.426604,-4.471094,-3.840875,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WV,WV,2010,-3.021582,-3.185815,-3.4837,-3.519014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WV,WV,2011,-2.950017,-3.080307,-3.571145,-3.402247,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WV,WV,2012,-2.89816,-3.004842,-3.992893,-3.778786,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WV,WV,2013,-2.694664,-2.770055,-4.014338,-3.67929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WV,WV,2014,-2.534699,-2.591248,-4.167774,-3.077812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WV,WV,2015,-2.610793,-2.66563,-4.988162,-2.985902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WY,WY,2006,-4.079989,-4.828115,-6.900072,-5.823982,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WY,WY,2007,-4.073782,-4.758961,-6.05159,-5.555471,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WY,WY,2008,-3.749228,-4.457913,-5.928446,-5.430255,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WY,WY,2009,-3.703079,-4.236173,-6.918811,-5.489779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WY,WY,2010,-3.7144,-4.19261,-6.784453,-5.628887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WY,WY,2011,-3.575555,-3.94015,-5.648568,-5.387902,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WY,WY,2012,-3.467409,-3.765192,-5.388716,-4.880618,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
WY,WY,2013,-3.320288,-3.535456,-5.955907,-5.381181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WY,WY,2014,-3.236602,-3.40654,-5.473633,-5.231641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WY,WY,2015,-3.287741,-3.445272,-5.836905,-5.83073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
